START: 0xb7fdf1d0
mov eax, esp	0xb7fdf1d0
mov esi, ebp	0xb63bbbaf
jmp 0xb63bb17e	0xb63bbbb1
START: 0xb63bb17e
add esp, 0x8c	0xb63bb17e
mov eax, esi	0xb63bb184
pop ebx	0xb63bb186
pop esi	0xb63bb187
pop edi	0xb63bb188
pop ebp	0xb63bb189
ret 	0xb63bb18a
START: 0xb63bddec
test eax, eax	0xb63bddec
mov esi, eax	0xb63bddee
jz 0xb63bde48	0xb63bddf0
cmp dword ptr gs:[0xc], 0x0	0xb63bddf2
jz 0xb63bddfd	0xb63bddfa
lock sub dword ptr [edi], 0x1	0xb63bddfc
jnz 0xb63bfa63	0xb63bde00
START: 0xb63bddfd
sub dword ptr [edi], 0x1	0xb63bddfd
jnz 0xb63bfa63	0xb63bde00
mov eax, dword ptr [esi-0x4]	0xb63bde06
test al, 0x2	0xb63bde09
jnz 0xb63bde1f	0xb63bde0b
test al, 0x4	0xb63bde0d
lea edx, ptr [ebx+0x44c]	0xb63bde0f
jnz 0xb63bde38	0xb63bde15
START: 0xb63bde17
cmp edx, edi	0xb63bde17
jnz 0xb63bdf5e	0xb63bde19
mov eax, esi	0xb63bde1f
mov ebx, dword ptr [esp+0x2c]	0xb63bde21
mov esi, dword ptr [esp+0x30]	0xb63bde25
mov edi, dword ptr [esp+0x34]	0xb63bde29
mov ebp, dword ptr [esp+0x38]	0xb63bde2d
add esp, 0x3c	0xb63bde31
ret 	0xb63bde34
START: 0xb63bdf57
mov esi, eax	0xb63bdf57
jmp 0xb63bde1f	0xb63bdf59
START: 0xb63bde1f
mov eax, esi	0xb63bde1f
mov ebx, dword ptr [esp+0x2c]	0xb63bde21
mov esi, dword ptr [esp+0x30]	0xb63bde25
mov edi, dword ptr [esp+0x34]	0xb63bde29
mov ebp, dword ptr [esp+0x38]	0xb63bde2d
add esp, 0x3c	0xb63bde31
ret 	0xb63bde34
START: 0x804851c
mov dword ptr [esp+0x28], eax	0x804851c
mov eax, dword ptr [esp+0x28]	0x8048520
mov dword ptr [esp], eax	0x8048524
call 0x80483e0	0x8048527
START: 0x80483e0
jmp dword ptr [0x804a008]	0x80483e0
START: 0x80483e6
push 0x10	0x80483e6
jmp 0x80483b0	0x80483eb
START: 0xb63be260
push ebx	0xb63be260
call 0xb646ef83	0xb63be261
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb63be266
add ebx, 0x12ad8e	0xb63be266
sub esp, 0x18	0xb63be26c
mov ecx, dword ptr [esp+0x20]	0xb63be26f
mov eax, dword ptr [ebx-0xb8]	0xb63be273
mov eax, dword ptr [eax]	0xb63be279
test eax, eax	0xb63be27b
jnz 0xb63be2ee	0xb63be27d
test ecx, ecx	0xb63be27f
jz 0xb63be300	0xb63be281
lea edx, ptr [ecx-0x8]	0xb63be283
mov ecx, dword ptr [ecx-0x4]	0xb63be286
test cl, 0x2	0xb63be289
jnz 0xb63be2b8	0xb63be28c
START: 0xb63be28e
and ecx, 0x4	0xb63be28e
lea eax, ptr [ebx+0x44c]	0xb63be291
jz 0xb63be2a2	0xb63be297
mov eax, edx	0xb63be299
and eax, 0xfff00000	0xb63be29b
mov eax, dword ptr [eax]	0xb63be2a0
mov dword ptr [esp+0x20], 0x0	0xb63be2a2
add esp, 0x18	0xb63be2aa
pop ebx	0xb63be2ad
jmp 0xb63ba5d0	0xb63be2ae
START: 0xb63be2a2
mov dword ptr [esp+0x20], 0x0	0xb63be2a2
add esp, 0x18	0xb63be2aa
pop ebx	0xb63be2ad
jmp 0xb63ba5d0	0xb63be2ae
START: 0xb63ba5d0
push ebp	0xb63ba5d0
push edi	0xb63ba5d1
push esi	0xb63ba5d2
mov esi, edx	0xb63ba5d3
push ebx	0xb63ba5d5
sub esp, 0x5c	0xb63ba5d6
mov dword ptr [esp+0x38], eax	0xb63ba5d9
mov eax, dword ptr [edx+0x4]	0xb63ba5dd
mov ebp, dword ptr [esp+0x70]	0xb63ba5e0
call 0xb646ef83	0xb63ba5e4
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb63ba5e9
add ebx, 0x12ea0b	0xb63ba5e9
mov edi, eax	0xb63ba5ef
and edi, 0xfffffff8	0xb63ba5f1
mov edx, edi	0xb63ba5f4
neg edx	0xb63ba5f6
cmp esi, edx	0xb63ba5f8
mov dword ptr [esp+0x44], ebp	0xb63ba5fa
jnbe 0xb63bac64	0xb63ba5fe
test esi, 0x7	0xb63ba604
jnz 0xb63bac64	0xb63ba60a
cmp edi, 0xf	0xb63ba610
jbe 0xb63bac90	0xb63ba613
START: 0xb63ba619
cmp edi, dword ptr [ebx+0x1914]	0xb63ba619
jnbe 0xb63ba6d0	0xb63ba61f
lea edx, ptr [esi+edi*1]	0xb63ba625
mov eax, dword ptr [edx+0x4]	0xb63ba628
cmp eax, 0x8	0xb63ba62b
jbe 0xb63bacc9	0xb63ba62e
mov ebp, dword ptr [esp+0x38]	0xb63ba634
and eax, 0xfffffff8	0xb63ba638
cmp eax, dword ptr [ebp+0x448]	0xb63ba63b
jnb 0xb63bacc9	0xb63ba641
START: 0xb63ba6d0
test al, 0x2	0xb63ba6d0
jnz 0xb63bab00	0xb63ba6d2
mov eax, dword ptr [esp+0x44]	0xb63ba6d8
mov dword ptr [esp+0x48], 0x0	0xb63ba6dc
test eax, eax	0xb63ba6e4
jz 0xb63ba9d8	0xb63ba6e6
mov ecx, dword ptr [esp+0x38]	0xb63ba6ec
mov eax, dword ptr [ecx+0x30]	0xb63ba6f0
cmp esi, eax	0xb63ba6f3
jz 0xb63bb05b	0xb63ba6f5
START: 0xb63ba9d8
mov eax, dword ptr [esp+0x44]	0xb63ba9d8
mov ecx, 0x1	0xb63ba9dc
mov edx, dword ptr [esp+0x38]	0xb63ba9e1
cmp dword ptr gs:[0xc], 0x0	0xb63ba9e5
jz 0xb63ba9f0	0xb63ba9ed
lock cmpxchg dword ptr [edx], ecx	0xb63ba9ef
jnz 0xb63bf8b6	0xb63ba9f3
mov dword ptr [esp+0x48], 0x1	0xb63ba9f9
jmp 0xb63ba6ec	0xb63baa01
START: 0xb63ba9f0
cmpxchg dword ptr [edx], ecx	0xb63ba9f0
jnz 0xb63bf8b6	0xb63ba9f3
mov dword ptr [esp+0x48], 0x1	0xb63ba9f9
jmp 0xb63ba6ec	0xb63baa01
START: 0xb63ba6ec
mov ecx, dword ptr [esp+0x38]	0xb63ba6ec
mov eax, dword ptr [ecx+0x30]	0xb63ba6f0
cmp esi, eax	0xb63ba6f3
jz 0xb63bb05b	0xb63ba6f5
test byte ptr [ecx+0x4], 0x2	0xb63ba6fb
lea ebp, ptr [esi+edi*1]	0xb63ba6ff
jz 0xb63bb06a	0xb63ba702
mov ecx, dword ptr [ebp+0x4]	0xb63ba708
test cl, 0x1	0xb63ba70b
jz 0xb63bb089	0xb63ba70e
START: 0xb63bb06a
mov edx, dword ptr [eax+0x4]	0xb63bb06a
and edx, 0xfffffff8	0xb63bb06d
add eax, edx	0xb63bb070
cmp ebp, eax	0xb63bb072
jb 0xb63ba708	0xb63bb074
lea edx, ptr [ebx-0x3f408]	0xb63bb07a
mov dword ptr [esp+0x2c], edx	0xb63bb080
jmp 0xb63bad42	0xb63bb084
START: 0xb63ba708
mov ecx, dword ptr [ebp+0x4]	0xb63ba708
test cl, 0x1	0xb63ba70b
jz 0xb63bb089	0xb63ba70e
cmp ecx, 0x8	0xb63ba714
jbe 0xb63bad38	0xb63ba717
mov eax, dword ptr [esp+0x38]	0xb63ba71d
and ecx, 0xfffffff8	0xb63ba721
cmp ecx, dword ptr [eax+0x448]	0xb63ba724
jnb 0xb63bad38	0xb63ba72a
START: 0xb63ba730
mov eax, dword ptr [ebx+0x1918]	0xb63ba730
test eax, eax	0xb63ba736
jnz 0xb63bae09	0xb63ba738
test byte ptr [esi+0x4], 0x1	0xb63ba73e
jnz 0xb63ba780	0xb63ba742
mov eax, dword ptr [esi]	0xb63ba744
sub esi, eax	0xb63ba746
add edi, eax	0xb63ba748
mov eax, dword ptr [esi+0x8]	0xb63ba74a
mov edx, dword ptr [esi+0xc]	0xb63ba74d
cmp esi, dword ptr [eax+0xc]	0xb63ba750
jnz 0xb63bb03a	0xb63ba753
START: 0xb63ba780
mov eax, dword ptr [esp+0x38]	0xb63ba780
cmp dword ptr [eax+0x30], ebp	0xb63ba784
jz 0xb63bab20	0xb63ba787
test byte ptr [ebp+ecx*1+0x4], 0x1	0xb63ba78d
jz 0xb63baa08	0xb63ba792
and dword ptr [ebp+0x4], 0xfffffffe	0xb63ba798
mov ecx, dword ptr [esp+0x38]	0xb63ba79c
mov edx, dword ptr [esp+0x38]	0xb63ba7a0
mov eax, dword ptr [ecx+0x38]	0xb63ba7a4
add edx, 0x30	0xb63ba7a7
cmp edx, dword ptr [eax+0xc]	0xb63ba7aa
jnz 0xb63baeaa	0xb63ba7ad
START: 0xb63bab20
add edi, ecx	0xb63bab20
mov eax, edi	0xb63bab22
or eax, 0x1	0xb63bab24
mov dword ptr [esi+0x4], eax	0xb63bab27
mov eax, dword ptr [esp+0x38]	0xb63bab2a
mov dword ptr [eax+0x30], esi	0xb63bab2e
jmp 0xb63ba7e4	0xb63bab31
START: 0xb63ba7e4
cmp edi, 0xffff	0xb63ba7e4
jbe 0xb63baac8	0xb63ba7ea
mov eax, dword ptr [esp+0x38]	0xb63ba7f0
test byte ptr [eax+0x4], 0x1	0xb63ba7f4
jz 0xb63bab38	0xb63ba7f8
lea eax, ptr [ebx+0x44c]	0xb63ba7fe
cmp dword ptr [esp+0x38], eax	0xb63ba804
jz 0xb63bab42	0xb63ba808
START: 0xb63bab42
mov eax, dword ptr [ebx+0x47c]	0xb63bab42
mov eax, dword ptr [eax+0x4]	0xb63bab48
and eax, 0xfffffff8	0xb63bab4b
cmp eax, dword ptr [ebx+0x12c]	0xb63bab4e
jb 0xb63baac8	0xb63bab54
mov edx, dword ptr [esp+0x38]	0xb63bab5a
lea eax, ptr [edx+0x448]	0xb63bab5e
mov dword ptr [esp], eax	0xb63bab64
mov eax, dword ptr [ebx+0x130]	0xb63bab67
lea edx, ptr [edx+0x30]	0xb63bab6d
call 0xb63b9d30	0xb63bab70
START: 0xb63b9d30
sub esp, 0x3c	0xb63b9d30
mov dword ptr [esp+0x34], edi	0xb63b9d33
mov edi, edx	0xb63b9d37
mov edx, dword ptr [edx]	0xb63b9d39
mov dword ptr [esp+0x2c], ebx	0xb63b9d3b
mov dword ptr [esp+0x30], esi	0xb63b9d3f
call 0xb646ef83	0xb63b9d43
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb63b9d48
add ebx, 0x12f2ac	0xb63b9d48
mov esi, dword ptr [edx+0x4]	0xb63b9d4e
mov dword ptr [esp+0x38], ebp	0xb63b9d51
xor ebp, ebp	0xb63b9d55
and esi, 0xfffffff8	0xb63b9d57
mov edx, esi	0xb63b9d5a
sub edx, eax	0xb63b9d5c
mov eax, dword ptr [ebx-0xfc]	0xb63b9d5e
sub edx, 0x11	0xb63b9d64
mov eax, dword ptr [eax+0x10]	0xb63b9d67
neg eax	0xb63b9d6a
and edx, eax	0xb63b9d6c
mov dword ptr [esp+0x1c], edx	0xb63b9d6e
jle 0xb63b9d8d	0xb63b9d72
mov edx, dword ptr [ebx-0x15c]	0xb63b9d74
mov dword ptr [esp], 0x0	0xb63b9d7a
call dword ptr [edx]	0xb63b9d81
START: 0xb63b9d8d
mov eax, ebp	0xb63b9d8d
mov ebx, dword ptr [esp+0x2c]	0xb63b9d8f
mov esi, dword ptr [esp+0x30]	0xb63b9d93
mov edi, dword ptr [esp+0x34]	0xb63b9d97
mov ebp, dword ptr [esp+0x38]	0xb63b9d9b
add esp, 0x3c	0xb63b9d9f
ret 	0xb63b9da2
START: 0xb63bab75
jmp 0xb63baac8	0xb63bab75
START: 0xb63baac8
mov eax, dword ptr [esp+0x44]	0xb63baac8
test eax, eax	0xb63baacc
jnz 0xb63ba6c2	0xb63baace
mov ebp, dword ptr [esp+0x48]	0xb63baad4
test ebp, ebp	0xb63baad8
jz 0xb63bad75	0xb63baada
mov edx, dword ptr [esp+0x38]	0xb63baae0
cmp dword ptr gs:[0xc], 0x0	0xb63baae4
jz 0xb63baaef	0xb63baaec
START: 0xb63baaef
sub dword ptr [edx], 0x1	0xb63baaef
jnz 0xb63bf8c2	0xb63baaf2
add esp, 0x5c	0xb63baaf8
pop ebx	0xb63baafb
pop esi	0xb63baafc
pop edi	0xb63baafd
pop ebp	0xb63baafe
ret 	0xb63baaff
START: 0x804852c
mov eax, 0x8048650	0x804852c
mov dword ptr [esp+0x4], 0x8048653	0x8048531
mov dword ptr [esp], eax	0x8048539
call 0x80483c0	0x804853c
START: 0x80483c0
jmp dword ptr [0x804a000]	0x80483c0
START: 0x80483c6
push 0x0	0x80483c6
jmp 0x80483b0	0x80483cb
START: 0xb6390ed0
push ebx	0xb6390ed0
sub esp, 0x18	0xb6390ed1
call 0xb646ef83	0xb6390ed4
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb6390ed9
add ebx, 0x15811b	0xb6390ed9
lea eax, ptr [esp+0x24]	0xb6390edf
mov dword ptr [esp+0x8], eax	0xb6390ee3
mov eax, dword ptr [esp+0x20]	0xb6390ee7
mov dword ptr [esp+0x4], eax	0xb6390eeb
mov eax, dword ptr [ebx-0x7c]	0xb6390eef
mov eax, dword ptr [eax]	0xb6390ef5
mov dword ptr [esp], eax	0xb6390ef7
call 0xb6386ab0	0xb6390efa
START: 0xb6386ab0
push ebp	0xb6386ab0
mov eax, dword ptr gs:[0x0]	0xb6386ab1
mov ebp, esp	0xb6386ab7
push edi	0xb6386ab9
push esi	0xb6386aba
push ebx	0xb6386abb
call 0xb646ef83	0xb6386abc
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb6386ac1
add ebx, 0x162533	0xb6386ac1
sub esp, 0x5ac	0xb6386ac7
mov esi, dword ptr [ebp+0x8]	0xb6386acd
mov dword ptr [ebp-0x494], eax	0xb6386ad0
cmp byte ptr [esi+0x46], 0x0	0xb6386ad6
mov edx, dword ptr [ebx-0xf8]	0xb6386ada
mov edx, dword ptr [eax+edx*1]	0xb6386ae0
mov dword ptr [ebp-0x4ac], edx	0xb6386ae3
jnz 0xb6386b0b	0xb6386ae9
mov eax, dword ptr [ebx-0x118]	0xb6386aeb
test eax, eax	0xb6386af1
jz 0xb6386c9e	0xb6386af3
mov eax, dword ptr [esi+0x68]	0xb6386af9
test eax, eax	0xb6386afc
jnz 0xb6386cb0	0xb6386afe
START: 0xb6386b04
mov dword ptr [esi+0x68], 0xffffffff	0xb6386b04
mov edx, dword ptr [esi]	0xb6386b0b
test dl, 0x8	0xb6386b0d
jnz 0xb6386ed8	0xb6386b10
mov eax, dword ptr [ebp+0xc]	0xb6386b16
test eax, eax	0xb6386b19
jz 0xb6386eff	0xb6386b1b
cmp byte ptr [esi+0x46], 0x0	0xb6386b21
jnz 0xb6386b47	0xb6386b25
START: 0xb6386b27
mov eax, dword ptr [ebx-0x118]	0xb6386b27
test eax, eax	0xb6386b2d
jz 0xb6386cc5	0xb6386b2f
mov eax, dword ptr [esi+0x68]	0xb6386b35
test eax, eax	0xb6386b38
jnz 0xb6386cd8	0xb6386b3a
mov dword ptr [esi+0x68], 0xffffffff	0xb6386b40
and edx, 0x2	0xb6386b47
mov ecx, dword ptr [ebp+0x10]	0xb6386b4a
jnz 0xb6386ceb	0xb6386b4d
START: 0xb6386cd8
cmp eax, 0xffffffff	0xb6386cd8
jnz 0xb6386cb9	0xb6386cdb
mov edx, dword ptr [esi]	0xb6386cdd
mov ecx, dword ptr [ebp+0x10]	0xb6386cdf
and edx, 0x2	0xb6386ce2
jz 0xb6386b53	0xb6386ce5
mov edx, dword ptr [ebp+0xc]	0xb6386ceb
mov eax, esi	0xb6386cee
call 0xb638c080	0xb6386cf0
START: 0xb6386b53
mov dword ptr [ebp-0x24], ecx	0xb6386b53
mov dword ptr [esp+0x4], 0x25	0xb6386b56
mov edx, dword ptr [ebp+0xc]	0xb6386b5e
mov dword ptr [esp], edx	0xb6386b61
call 0xb63c4880	0xb6386b64
START: 0xb63c4880
push edi	0xb63c4880
mov eax, dword ptr [esp+0x8]	0xb63c4881
mov edx, dword ptr [esp+0xc]	0xb63c4885
mov dh, dl	0xb63c4889
mov ecx, edx	0xb63c488b
shl edx, 0x10	0xb63c488d
mov dx, cx	0xb63c4890
test al, 0x3	0xb63c4893
jz 0xb63c48e3	0xb63c4895
mov cl, byte ptr [eax]	0xb63c4897
cmp dl, cl	0xb63c4899
jz 0xb63c49dd	0xb63c489b
test cl, cl	0xb63c48a1
jz 0xb63c49dd	0xb63c48a3
START: 0xb63c48e3
mov ecx, dword ptr [eax]	0xb63c48e3
xor ecx, edx	0xb63c48e5
mov edi, 0xfefefeff	0xb63c48e7
add edi, ecx	0xb63c48ec
jnb 0xb63c49bf	0xb63c48ee
xor edi, ecx	0xb63c48f4
or edi, 0xfefefeff	0xb63c48f6
inc edi	0xb63c48fc
jnz 0xb63c49bf	0xb63c48fd
xor ecx, edx	0xb63c4903
mov edi, 0xfefefeff	0xb63c4905
add edi, ecx	0xb63c490a
jnb 0xb63c49bf	0xb63c490c
START: 0xb63c49bf
test cl, cl	0xb63c49bf
jz 0xb63c49dd	0xb63c49c1
cmp cl, dl	0xb63c49c3
jz 0xb63c49dd	0xb63c49c5
inc eax	0xb63c49c7
test ch, ch	0xb63c49c8
jz 0xb63c49dd	0xb63c49ca
START: 0xb63c49dd
pop edi	0xb63c49dd
ret 	0xb63c49de
START: 0xb6386b69
mov dword ptr [ebp-0x4a0], 0x0	0xb6386b69
mov dword ptr [ebp-0x4a4], eax	0xb6386b73
mov eax, dword ptr [esi]	0xb6386b79
test ah, 0x80	0xb6386b7b
jnz 0xb6386bd4	0xb6386b7e
mov ecx, dword ptr [ebx+0x3944]	0xb6386b80
test ecx, ecx	0xb6386b86
mov dword ptr [ebp-0x4a0], ecx	0xb6386b88
jnz 0xb6386e80	0xb6386b8e
mov eax, dword ptr [ebx-0x6c]	0xb6386b94
mov dword ptr [ebp-0x7c], esi	0xb6386b9a
mov dword ptr [ebp-0x80], eax	0xb6386b9d
mov edx, dword ptr [esi+0x48]	0xb6386ba0
mov edi, dword ptr gs:[0x8]	0xb6386ba3
cmp edi, dword ptr [edx+0x8]	0xb6386baa
jz 0xb6386bd0	0xb6386bad
START: 0xb6386baf
xor eax, eax	0xb6386baf
mov ecx, 0x1	0xb6386bb1
cmp dword ptr gs:[0xc], 0x0	0xb6386bb6
jz 0xb6386bc1	0xb6386bbe
lock cmpxchg dword ptr [edx], ecx	0xb6386bc0
jnz 0xb638c2bc	0xb6386bc4
mov edx, dword ptr [esi+0x48]	0xb6386bca
mov dword ptr [edx+0x8], edi	0xb6386bcd
add dword ptr [edx+0x4], 0x1	0xb6386bd0
mov eax, dword ptr [ebp-0x4a4]	0xb6386bd4
sub eax, dword ptr [ebp+0xc]	0xb6386bda
mov dword ptr [ebp-0x490], eax	0xb6386bdd
movsx eax, byte ptr [esi+0x46]	0xb6386be3
mov edx, dword ptr [ebp-0x490]	0xb6386be7
mov eax, dword ptr [esi+eax*1+0x94]	0xb6386bed
mov dword ptr [esp+0x8], edx	0xb6386bf4
mov edx, dword ptr [ebp+0xc]	0xb6386bf8
mov dword ptr [esp], esi	0xb6386bfb
mov dword ptr [esp+0x4], edx	0xb6386bfe
call dword ptr [eax+0x1c]	0xb6386c02
START: 0xb6386bc1
cmpxchg dword ptr [edx], ecx	0xb6386bc1
jnz 0xb638c2bc	0xb6386bc4
mov edx, dword ptr [esi+0x48]	0xb6386bca
mov dword ptr [edx+0x8], edi	0xb6386bcd
add dword ptr [edx+0x4], 0x1	0xb6386bd0
mov eax, dword ptr [ebp-0x4a4]	0xb6386bd4
sub eax, dword ptr [ebp+0xc]	0xb6386bda
mov dword ptr [ebp-0x490], eax	0xb6386bdd
movsx eax, byte ptr [esi+0x46]	0xb6386be3
mov edx, dword ptr [ebp-0x490]	0xb6386be7
mov eax, dword ptr [esi+eax*1+0x94]	0xb6386bed
mov dword ptr [esp+0x8], edx	0xb6386bf4
mov edx, dword ptr [ebp+0xc]	0xb6386bf8
mov dword ptr [esp], esi	0xb6386bfb
mov dword ptr [esp+0x4], edx	0xb6386bfe
call dword ptr [eax+0x1c]	0xb6386c02
START: 0xb63b55d0
sub esp, 0x3c	0xb63b55d0
xor eax, eax	0xb63b55d3
mov dword ptr [esp+0x30], esi	0xb63b55d5
mov esi, dword ptr [esp+0x48]	0xb63b55d9
mov dword ptr [esp+0x2c], ebx	0xb63b55dd
call 0xb646ef83	0xb63b55e1
START: 0xb646ef83
mov ebx, dword ptr [esp]	0xb646ef83
ret 	0xb646ef86
START: 0xb63b55e6
add ebx, 0x133a0e	0xb63b55e6
mov dword ptr [esp+0x34], edi	0xb63b55ec
mov edi, dword ptr [esp+0x44]	0xb63b55f0
test esi, esi	0xb63b55f4
mov dword ptr [esp+0x38], ebp	0xb63b55f6
jz 0xb63b56f9	0xb63b55fa
mov ecx, dword ptr [esp+0x40]	0xb63b5600
mov eax, dword ptr [ecx]	0xb63b5604
and eax, 0xa00	0xb63b5606
cmp eax, 0xa00	0xb63b560b
jz 0xb63b5710	0xb63b5610
mov ecx, dword ptr [esp+0x40]	0xb63b5616
mov ebp, esi	0xb63b561a
mov eax, dword ptr [ecx+0x18]	0xb63b561c
mov edx, dword ptr [ecx+0x14]	0xb63b561f
cmp eax, edx	0xb63b5622
jnbe 0xb63b56a0	0xb63b5624
START: 0xb63b56f9
mov ebx, dword ptr [esp+0x2c]	0xb63b56f9
mov esi, dword ptr [esp+0x30]	0xb63b56fd
mov edi, dword ptr [esp+0x34]	0xb63b5701
mov ebp, dword ptr [esp+0x38]	0xb63b5705
add esp, 0x3c	0xb63b5709
ret 	0xb63b570c
START: 0xb6386c05
cmp dword ptr [ebp-0x490], eax	0xb6386c05
jz 0xb6386d10	0xb6386c0b
mov dword ptr [ebp-0x490], 0xffffffff	0xb6386c11
mov dword ptr [ebp-0x4a8], 0x0	0xb6386c1b
mov dword ptr [ebp-0x49c], 0x0	0xb6386c25
mov eax, dword ptr [ebp-0x4a8]	0xb6386c2f
mov dword ptr [esp], eax	0xb6386c35
call 0xb635aef0	0xb6386c38
START: 0xb6386d10
mov eax, dword ptr [ebp-0x490]	0xb6386d10
test eax, eax	0xb6386d16
js 0xb6386c11	0xb6386d18
mov eax, dword ptr [ebp-0x4a4]	0xb6386d1e
cmp byte ptr [eax], 0x0	0xb6386d24
jz 0xb6386c1b	0xb6386d27
mov eax, dword ptr [ebx+0x37d4]	0xb6386d2d
test eax, eax	0xb6386d33
jnz 0xb6387b52	0xb6386d35
START: 0xb6386d3b
mov edi, dword ptr [ebx+0x37d8]	0xb6386d3b
test edi, edi	0xb6386d41
jnz 0xb6387b52	0xb6386d43
mov eax, dword ptr [ebx+0xef8]	0xb6386d49
test eax, eax	0xb6386d4f
jnz 0xb6387b52	0xb6386d51
mov edi, dword ptr [ebp-0x4a4]	0xb6386d57
lea edx, ptr [ebx-0x15d488]	0xb6386d5d
mov byte ptr [ebp-0x4d8], 0x0	0xb6386d63
mov dword ptr [ebp-0x4a8], 0x0	0xb6386d6a
mov dword ptr [ebp-0x504], 0x0	0xb6386d74
mov dword ptr [ebp-0x4ec], 0x0	0xb6386d7e
mov dword ptr [ebp-0x4e4], 0xffffffff	0xb6386d88
mov dword ptr [ebp-0x500], 0x0	0xb6386d92
mov dword ptr [ebp-0x4b0], edx	0xb6386d9c
movzx eax, byte ptr [edi+0x1]	0xb6386da2
lea ecx, ptr [edi+0x1]	0xb6386da6
mov dword ptr [ebp-0x4dc], ecx	0xb6386da9
mov edx, dword ptr [ebp-0x4b0]	0xb6386daf
mov byte ptr [ebp-0x4c0], al	0xb6386db5
sub eax, 0x20	0xb6386dbb
cmp al, 0x5a	0xb6386dbe
jbe 0xb6386eb8	0xb6386dc0
START: 0xb6386eb8
movsx eax, byte ptr [ebp-0x4c0]	0xb6386eb8
movzx eax, byte ptr [ebx+eax*1-0x4a1f4]	0xb6386ebf
add edx, dword ptr [ebx+eax*4-0x4a174]	0xb6386ec7
jmp 0xb6386dc6	0xb6386ece
START: 0xb6386dc6
lea edi, ptr [ebp-0x94]	0xb6386dc6
mov dword ptr [ebp-0x49c], 0x0	0xb6386dcc
mov dword ptr [ebp-0x4bc], edi	0xb6386dd6
mov dword ptr [ebp-0x52c], 0x0	0xb6386ddc
mov dword ptr [ebp-0x528], 0x0	0xb6386de6
mov dword ptr [ebp-0x520], 0x0	0xb6386df0
mov dword ptr [ebp-0x524], 0x0	0xb6386dfa
mov dword ptr [ebp-0x51c], 0x0	0xb6386e04
mov dword ptr [ebp-0x4f4], 0x0	0xb6386e0e
mov dword ptr [ebp-0x508], 0x0	0xb6386e18
mov dword ptr [ebp-0x4fc], 0x0	0xb6386e22
mov dword ptr [ebp-0x534], 0x0	0xb6386e2c
mov dword ptr [ebp-0x4f8], 0x0	0xb6386e36
mov dword ptr [ebp-0x4e8], 0xffffffff	0xb6386e40
mov dword ptr [ebp-0x530], 0x0	0xb6386e4a
mov byte ptr [ebp-0x518], 0x20	0xb6386e54
jmp edx	0xb6386e5b
START: 0xb638a96a
mov ecx, dword ptr [ebp+0x10]	0xb638a96a
mov edi, dword ptr [ebp+0x10]	0xb638a96d
mov ecx, dword ptr [ecx]	0xb638a970
add edi, 0x4	0xb638a972
mov dword ptr [ebp-0x4f4], edi	0xb638a975
mov dword ptr [ebp-0x4bc], ecx	0xb638a97b
jmp 0xb6388c99	0xb638a981
START: 0xb6388c99
cmp dword ptr [ebp-0x4bc], 0x0	0xb6388c99
jz 0xb63891aa	0xb6388ca0
cmp byte ptr [ebp-0x4c0], 0x53	0xb6388ca6
jz 0xb6388fe3	0xb6388cad
cmp dword ptr [ebp-0x4fc], 0x0	0xb6388cb3
jnz 0xb6388fe3	0xb6388cba
START: 0xb6388cc0
cmp dword ptr [ebp-0x4e8], 0xffffffff	0xb6388cc0
jz 0xb6388e19	0xb6388cc7
mov eax, dword ptr [ebx-0x158]	0xb6388ccd
mov edx, dword ptr [ebp-0x494]	0xb6388cd3
mov eax, dword ptr [edx+eax*1]	0xb6388cd9
mov eax, dword ptr [eax]	0xb6388cdc
cmp dword ptr [eax+0x58], 0x1	0xb6388cde
jnz 0xb6388e35	0xb6388ce2
mov ecx, dword ptr [ebp-0x4e8]	0xb6388ce8
mov dword ptr [esp+0x4], ecx	0xb6388cee
mov edi, dword ptr [ebp-0x4bc]	0xb6388cf2
mov dword ptr [esp], edi	0xb6388cf8
call 0xb635af00	0xb6388cfb
START: 0xb6388e19
mov edi, dword ptr [ebp-0x4bc]	0xb6388e19
xor eax, eax	0xb6388e1f
xor edx, edx	0xb6388e21
mov ecx, dword ptr [ebp-0x4e8]	0xb6388e23
repne scasb byte ptr [edi]	0xb6388e29
START: 0xb6388e29
repne scasb byte ptr [edi]	0xb6388e29
START: 0xb6388e2b
not ecx	0xb6388e2b
lea edi, ptr [ecx-0x1]	0xb6388e2d
jmp 0xb6388d04	0xb6388e30
START: 0xb6388d04
mov eax, dword ptr [ebp-0x4f8]	0xb6388d04
sub eax, edi	0xb6388d0a
mov dword ptr [ebp-0x4c0], eax	0xb6388d0c
js 0xb6388dd6	0xb6388d12
cmp dword ptr [ebp-0x520], 0x0	0xb6388d18
jnz 0xb6388d7b	0xb6388d1f
cmp dword ptr [ebp-0x4c0], 0x0	0xb6388d21
jz 0xb6388d7b	0xb6388d28
